uis,text,favoriteCount,created,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted
1114,"RT @TPSeason3: Currently preparing to chat to Rosseter, aka @Twin_Perfect, the man who has set the #TwinPeaks community alight with his fou�",0,28/10/2019 08:30,1.18873E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Slick_JMista,8,TRUE,FALSE
1115,"RT @PsychChris101: �Shadow, bring me down. 
For the last time.�
Amazing @chromatics 
Finishing of at the RoadHouse, I mean @RoundhouseLDN�",0,28/10/2019 08:27,1.18873E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,1,TRUE,FALSE
1116,"RT @TATJANASL: #painting , #poster and #film 

Seated Girl with Dog (1944) Milton Avery
Meshes of the Afternoon (1943) Maya Deren
#poster f�",0,28/10/2019 08:12,1.18873E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,15,TRUE,FALSE
1117,"�Shadow, bring me down. 
For the last time.�
Amazing @chromatics 
Finishing of at the RoadHouse, I mean� https://t.co/26xCBGJZpn",1,28/10/2019 08:09,1.18873E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PsychChris101,1,FALSE,FALSE
1118,"RT @TATJANASL: #painting , #poster and #film 

Seated Girl with Dog (1944) Milton Avery
Meshes of the Afternoon (1943) Maya Deren
#poster f�",0,28/10/2019 08:07,1.18873E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jeonghhaeun,15,TRUE,FALSE
1119,Finally! <U+0001F3C6> #TwinPeaks https://t.co/YOZaAw0qko https://t.co/JWs0PPjbkE,0,28/10/2019 08:07,1.18873E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WhitlockAndPope,0,FALSE,FALSE
1120,A photo of Dale Cooper from Twin Peaks every hour. #twinpeaks https://t.co/3bHtMxqYA9,3,28/10/2019 08:00,1.18873E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",DaleCooperHour,0,FALSE,FALSE
1121,"RT @PeaksCalendar: On this day in 1990, Twin Peaks Episode 12 (Season 2) was first televised on ABC [Written by Barry Pullman, Directed by�",0,28/10/2019 07:51,1.18872E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NastyaTheOne,4,TRUE,FALSE
1122,"RT @Diadia72: Morning coffee <U+0001F5A4><U+2615><U+FE0F><U+0001F5A4> new week await and what better way to get on track, <U+0001F989>that with the aid of coffee. Hope all you magnificen�",0,28/10/2019 07:47,1.18872E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PasquinoSalento,6,TRUE,FALSE
1123,#drawing #painting #dibujo #pintura #artwork #art #arte #artcatala #artbarcelona #blackandwhite #artist #kurtcobain� https://t.co/5skLw0BO2b,0,28/10/2019 07:44,1.18872E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",drodriart,0,FALSE,FALSE
1124,"RT @TPSeason3: Currently preparing to chat to Rosseter, aka @Twin_Perfect, the man who has set the #TwinPeaks community alight with his fou�",0,28/10/2019 07:43,1.18872E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Andaelas,8,TRUE,FALSE
1125,I've just watched episode S03E17 of Twin Peaks! #twinpeaks #tvtime https://t.co/MwHjzmIBAt,0,28/10/2019 07:15,1.18872E+18,NA,"<a href=""https://www.tvtime.com"" rel=""nofollow"">TV Time, TV show tracker</a>",jacopowoty,0,FALSE,FALSE
1126,RT @ecojenner: She's dead! Wrapped in plastic! #twinpeaks #halloween https://t.co/lTZJACVMkh,0,28/10/2019 07:15,1.18872E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Blora34,54,TRUE,FALSE
1127,"RT @TATJANASL: #painting , #poster and #film 

Seated Girl with Dog (1944) Milton Avery
Meshes of the Afternoon (1943) Maya Deren
#poster f�",0,28/10/2019 07:01,1.18871E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hipst_eria,15,TRUE,FALSE
1128,"RT @Diadia72: Morning coffee <U+0001F5A4><U+2615><U+FE0F><U+0001F5A4> new week await and what better way to get on track, <U+0001F989>that with the aid of coffee. Hope all you magnificen�",0,28/10/2019 07:01,1.18871E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",om2kool,6,TRUE,FALSE
1129,RT @TwinPeaksUKFest: It�s like some of code....that follows us everywhere!! Spotted in #london today! #twinpeaks #redroom #blacklodge #ifyo�,0,28/10/2019 07:00,1.18871E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",om2kool,2,TRUE,FALSE
1130,A photo of Dale Cooper from Twin Peaks every hour. #twinpeaks https://t.co/4HzdJLoxu6,3,28/10/2019 07:00,1.18871E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",DaleCooperHour,0,FALSE,FALSE
1131,"RT @PeaksCalendar: On this day in 1990, Twin Peaks Episode 12 (Season 2) was first televised on ABC [Written by Barry Pullman, Directed by�",0,28/10/2019 06:42,1.18871E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",om2kool,4,TRUE,FALSE
1132,RT @ecojenner: She's dead! Wrapped in plastic! #twinpeaks #halloween https://t.co/lTZJACVMkh,0,28/10/2019 06:38,1.18871E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KundiLaMapendo,54,TRUE,FALSE
1133,RT @ecojenner: She's dead! Wrapped in plastic! #twinpeaks #halloween https://t.co/lTZJACVMkh,0,28/10/2019 06:37,1.18871E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AldoRainesTash,54,TRUE,FALSE
1134,"Come be stoned with me
#TwinPeaks @lissiemusic 

https://t.co/s66fx0Sluy",1,28/10/2019 06:34,1.18871E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Rue_theWhirl,0,FALSE,FALSE
1135,@DerekMears signed the Twin Peaks Star Pics inspired that I made for his character Renzo. He really seemed to like� https://t.co/7JEaynMMyO,1,28/10/2019 06:34,1.18871E+18,54316377,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JazzBeitler,0,FALSE,FALSE
1136,"RT @mikeyswalker: Man oh man, I would love to hear stories from the BookHouse boys <U+2615><U+FE0F><U+0001F352><U+0001F967><U+0001F332><U+0001F332><U+0001F332><U+0001F3D4><U+26F0>  #TwinPeaks https://t.co/qhMPtnqefF",0,28/10/2019 06:33,1.18871E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cap_Kat,15,TRUE,FALSE
1137,"RT @TATJANASL: #painting , #poster and #film 

Seated Girl with Dog (1944) Milton Avery
Meshes of the Afternoon (1943) Maya Deren
#poster f�",0,28/10/2019 06:33,1.18871E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",bardot_lemepris,15,TRUE,FALSE
1138,RT @ecojenner: She's dead! Wrapped in plastic! #twinpeaks #halloween https://t.co/lTZJACVMkh,0,28/10/2019 06:28,1.1887E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tayloryaaas,54,TRUE,FALSE
1139,"RT @Diadia72: Morning coffee <U+0001F5A4><U+2615><U+FE0F><U+0001F5A4> new week await and what better way to get on track, <U+0001F989>that with the aid of coffee. Hope all you magnificen�",0,28/10/2019 06:27,1.1887E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",427_Stanley,6,TRUE,FALSE
1140,"RT @Diadia72: Morning coffee <U+0001F5A4><U+2615><U+FE0F><U+0001F5A4> new week await and what better way to get on track, <U+0001F989>that with the aid of coffee. Hope all you magnificen�",0,28/10/2019 06:27,1.1887E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,6,TRUE,FALSE
1141,"RT @TATJANASL: #painting , #poster and #film 

Seated Girl with Dog (1944) Milton Avery
Meshes of the Afternoon (1943) Maya Deren
#poster f�",0,28/10/2019 06:22,1.1887E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",A_J_Reid,15,TRUE,FALSE
1142,"RT @Diadia72: Morning coffee <U+0001F5A4><U+2615><U+FE0F><U+0001F5A4> new week await and what better way to get on track, <U+0001F989>that with the aid of coffee. Hope all you magnificen�",0,28/10/2019 06:19,1.1887E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LuciferRegrets,6,TRUE,FALSE
1143,"RT @TATJANASL: #painting , #poster and #film 

Seated Girl with Dog (1944) Milton Avery
Meshes of the Afternoon (1943) Maya Deren
#poster f�",0,28/10/2019 06:13,1.1887E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",elvillanozapata,15,TRUE,FALSE
1144,"Morning coffee <U+0001F5A4><U+2615><U+FE0F><U+0001F5A4> new week await and what better way to get on track, <U+0001F989>that with the aid of coffee. Hope all you� https://t.co/ZPyhI2bxTw",18,28/10/2019 06:13,1.1887E+18,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Diadia72,6,FALSE,FALSE
1145,RT @ecojenner: She's dead! Wrapped in plastic! #twinpeaks #halloween https://t.co/lTZJACVMkh,0,28/10/2019 06:09,1.1887E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Hyde_p_,54,TRUE,FALSE
1146,RT @tenaga_axinaga: congratulations DAVID LYNCH!! i love your style!!! #<U+30AA><U+30B9><U+30AB><U+30FC> #oscar #twinpeaks #<U+30C4><U+30A4><U+30F3><U+30D4><U+30FC><U+30AF><U+30B9> https://t.co/0esS250k5e,0,28/10/2019 06:07,1.1887E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RDiner_shinjuku,8,TRUE,FALSE
1147,"RT @TATJANASL: #painting , #poster and #film 

Seated Girl with Dog (1944) Milton Avery
Meshes of the Afternoon (1943) Maya Deren
#poster f�",0,28/10/2019 06:05,1.1887E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mysticferna,15,TRUE,FALSE
1148,"#painting , #poster and #film 

Seated Girl with Dog (1944) Milton Avery
Meshes of the Afternoon (1943) Maya Deren� https://t.co/LjXh5HDCtj",38,28/10/2019 06:02,1.1887E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TATJANASL,15,FALSE,FALSE
1149,A photo of Dale Cooper from Twin Peaks every hour. #twinpeaks https://t.co/rFaPAjVJ9Z,2,28/10/2019 06:00,1.1887E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",DaleCooperHour,0,FALSE,FALSE
1150,RT @ecojenner: She's dead! Wrapped in plastic! #twinpeaks #halloween https://t.co/lTZJACVMkh,0,28/10/2019 05:45,1.18869E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",carrie_patino,54,TRUE,FALSE
1151,"RT @TPSeason3: Currently preparing to chat to Rosseter, aka @Twin_Perfect, the man who has set the #TwinPeaks community alight with his fou�",0,28/10/2019 05:36,1.18869E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",_beautifuldark,8,TRUE,FALSE
1152,"RT @tenaga_axinaga: Congratulations to David Lynch, who is receiving an honorary Oscar! i really love your world!! #Oscar #DavidLynch #twin�",0,28/10/2019 05:27,1.18869E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,7,TRUE,FALSE
1153,"RT @tenaga_axinaga: Congratulations to David Lynch, who is receiving an honorary Oscar! i really love your world!! #Oscar #DavidLynch #twin�",0,28/10/2019 05:24,1.18869E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SHITFACEAKIFUMI,7,TRUE,FALSE
1154,"RT @tenaga_axinaga: Congratulations to David Lynch, who is receiving an honorary Oscar! i really love your world!! #Oscar #DavidLynch #twin�",0,28/10/2019 05:21,1.18869E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",whatslana4,7,TRUE,FALSE
1155,"Congratulations to David Lynch, who is receiving an honorary Oscar! i really love your world!! #Oscar #DavidLynch� https://t.co/SO4iSWsYcN",22,28/10/2019 05:18,1.18869E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tenaga_axinaga,7,FALSE,FALSE
1156,"RT @joudygarland: Ok y�all, I kinda freaked out when I noticed this cause I never had before, this is from the pilot episode and if you can�",0,28/10/2019 05:17,1.18869E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VoodooGlobzy,48,TRUE,FALSE
1157,RT @TwinPeaksUKFest: When #windomearle and #agentcooper came face to face again at the 2019 #twinpeaksukfest <U+0001F44D> #twinpeaks #welcometotwinpea�,0,28/10/2019 05:15,1.18869E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",om2kool,4,TRUE,FALSE
1158,"<U+308F><U+304A>!#TWINPEAKS <U+306E><U+30A2><U+30F3><U+30C7><U+30A3><U+304C><U+30D5><U+30A9><U+30ED><U+30FC><U+3057><U+3066><U+304F><U+308C><U+305F>!<U+306A><U+305C><U+FF1F>!
<U+3042><U+308A><U+304C><U+3068><U+3046><U+30A2><U+30F3><U+30C7><U+30A3><U+0001F622><U+2661>

Thanks for following me!
Your smile is very lovely.&lt;3 I will suppor� https://t.co/HelkywOoWR",5,28/10/2019 05:06,1.18868E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",toxiclullaby_,2,FALSE,FALSE
1159,A photo of Dale Cooper from Twin Peaks every hour. #twinpeaks https://t.co/150P1TJajo,3,28/10/2019 05:00,1.18868E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",DaleCooperHour,0,FALSE,FALSE
1160,RT @jeshiphryn: dear #TwinPeaks fandom twitter. in which jade. the ring the owl jade having also slipping onto that appendage before entry�,0,28/10/2019 04:57,1.18868E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,1,TRUE,FALSE
1161,"RT @YinMiushi: Inktober Day 27: ""Coat"" ! <U+265F><U+FE0F><U+0001F454><U+0001F45E><U+0001F48D><U+0001F6CB> 

#inktober #inktoberofficialpromt #inktober2019 #inktoberday27 #inkdrawing #traditionalart�",0,28/10/2019 04:56,1.18868E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NateWiesel,5,TRUE,FALSE
1162,dear #TwinPeaks fandom twitter. in which jade. the ring the owl jade having also slipping onto that appendage befor� https://t.co/MJnh4BvLuW,0,28/10/2019 04:54,1.18868E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jeshiphryn,1,FALSE,FALSE
1163,RT @iNezhyhai: Congratulations to @DAVID_LYNCH on winning the honorary Oscar. Your contribution to the cinema is invaluable. You deserve it�,0,28/10/2019 04:42,1.18868E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,1,TRUE,FALSE
1164,RT @ecojenner: She's dead! Wrapped in plastic! #twinpeaks #halloween https://t.co/lTZJACVMkh,0,28/10/2019 04:35,1.18868E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",HumorAbsurdo4,54,TRUE,FALSE
1165,Congratulations to @DAVID_LYNCH on winning the honorary Oscar. Your contribution to the cinema is invaluable. You d� https://t.co/THDCGcZu8v,3,28/10/2019 04:34,1.18868E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",iNezhyhai,1,FALSE,FALSE
1166,"What would happen in 2019 if I sent $8.95 to this address in Old Tappan, NJ? Are my chances of getting a book in re� https://t.co/r7KpdCT7RG",0,28/10/2019 04:34,1.18868E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nwrichmond,0,FALSE,FALSE
1167,"RT @TPSeason3: Currently preparing to chat to Rosseter, aka @Twin_Perfect, the man who has set the #TwinPeaks community alight with his fou�",0,28/10/2019 04:28,1.18867E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",427_Stanley,8,TRUE,FALSE
1168,"RT @TPSeason3: Currently preparing to chat to Rosseter, aka @Twin_Perfect, the man who has set the #TwinPeaks community alight with his fou�",0,28/10/2019 04:27,1.18867E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,8,TRUE,FALSE
1169,Grateful for this living space and this view.  #backinthebay #twinpeaks #eastbay #oaktown #sanfrancisco� https://t.co/2OPfLX3pSD,0,28/10/2019 04:22,1.18867E+18,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",radicalriffs,0,FALSE,FALSE
1170,"RT @TPSeason3: Currently preparing to chat to Rosseter, aka @Twin_Perfect, the man who has set the #TwinPeaks community alight with his fou�",0,28/10/2019 04:07,1.18867E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AndyRickie,8,TRUE,FALSE
1171,"RT @bachanon: His reputation as a creative genius far surpasses the limited scope of Oscar notoriety; exposure always welcome.

#davidlynch�",0,28/10/2019 04:04,1.18867E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",carl_krash,4,TRUE,FALSE
1172,A photo of Dale Cooper from Twin Peaks every hour. #twinpeaks https://t.co/wAssodhIK4,5,28/10/2019 04:00,1.18867E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",DaleCooperHour,0,FALSE,FALSE
1173,"Currently preparing to chat to Rosseter, aka @Twin_Perfect, the man who has set the #TwinPeaks community alight wit� https://t.co/cXtdPnvwQQ",40,28/10/2019 03:49,1.18866E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",TPSeason3,8,FALSE,FALSE
1174,RT @ecojenner: She's dead! Wrapped in plastic! #twinpeaks #halloween https://t.co/lTZJACVMkh,0,28/10/2019 03:48,1.18866E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",om2kool,54,TRUE,FALSE
1175,RT @BritishBakeOff: It is happening again. #TwinPeaks #GBBO https://t.co/sK2OEqCyF7,0,28/10/2019 03:47,1.18866E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",siltyloam_,559,TRUE,FALSE
1176,RT @tenaga_axinaga: congratulations DAVID LYNCH!! i love your style!!! #<U+30AA><U+30B9><U+30AB><U+30FC> #oscar #twinpeaks #<U+30C4><U+30A4><U+30F3><U+30D4><U+30FC><U+30AF><U+30B9> https://t.co/0esS250k5e,0,28/10/2019 03:46,1.18866E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",greatbluelove,8,TRUE,FALSE
1177,RT @TwinPeaksUKFest: This amazing interview with Sheryl Lee and Dana Ashbrook took place at the 2014 Twin Peaks UK Festival when the return�,0,28/10/2019 03:45,1.18866E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",om2kool,8,TRUE,FALSE
1178,RT @ecojenner: She's dead! Wrapped in plastic! #twinpeaks #halloween https://t.co/lTZJACVMkh,0,28/10/2019 03:36,1.18866E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",strandnthewind,54,TRUE,FALSE
1179,#twinpeaks #quotes https://t.co/MSZpGCL0tf,0,28/10/2019 03:32,1.18866E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",cmigueldiazg,0,FALSE,FALSE
1180,RT @tenaga_axinaga: congratulations DAVID LYNCH!! i love your style!!! #<U+30AA><U+30B9><U+30AB><U+30FC> #oscar #twinpeaks #<U+30C4><U+30A4><U+30F3><U+30D4><U+30FC><U+30AF><U+30B9> https://t.co/0esS250k5e,0,28/10/2019 03:29,1.18866E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",212Soul,8,TRUE,FALSE
1181,RT @tenaga_axinaga: congratulations DAVID LYNCH!! i love your style!!! #<U+30AA><U+30B9><U+30AB><U+30FC> #oscar #twinpeaks #<U+30C4><U+30A4><U+30F3><U+30D4><U+30FC><U+30AF><U+30B9> https://t.co/0esS250k5e,0,28/10/2019 03:27,1.18866E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,8,TRUE,FALSE
1182,"Reznor's &amp; Ross's style suited #TwinPeaks very well, but here in #Watchmen it feels shoehorned in. I'm not sure why� https://t.co/cYptdj6ix6",1,28/10/2019 03:25,1.18866E+18,390435355,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MatthewKadish,0,FALSE,FALSE
1183,RT @tenaga_axinaga: congratulations DAVID LYNCH!! i love your style!!! #<U+30AA><U+30B9><U+30AB><U+30FC> #oscar #twinpeaks #<U+30C4><U+30A4><U+30F3><U+30D4><U+30FC><U+30AF><U+30B9> https://t.co/0esS250k5e,0,28/10/2019 03:22,1.18866E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",rickgraphic,8,TRUE,FALSE
1184,2017 #Halloween my mom @batznatz and I were both Audrey Horne-- future and past! <U+2728> #twinpeaks  #CoopLovesCostumes https://t.co/5JI5jq5zXU,3,28/10/2019 03:21,1.18866E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",lady_vinyl,0,FALSE,FALSE
1185,Filming at iconic Twin Peaks location sends fans into a frenzy! #TwinPeaks #TwinPeaksSeason4 https://t.co/ttO0ddbXHd https://t.co/K3XGm5sn54,0,28/10/2019 03:13,1.18866E+18,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",Moviehole,0,FALSE,FALSE
1186,RT @ecojenner: She's dead! Wrapped in plastic! #twinpeaks #halloween https://t.co/lTZJACVMkh,0,28/10/2019 03:12,1.18865E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",goo_hori,54,TRUE,FALSE
1187,RT @DaleCooperHour: A photo of Dale Cooper from Twin Peaks every hour. #twinpeaks https://t.co/42E6JTgt5O,0,28/10/2019 03:12,1.18865E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,1,TRUE,FALSE
1188,"What a weekend!!! Twin peaks run on Saturday, because of time constraints, I couldn�t make it all the way to the to� https://t.co/cMc1empL25",0,28/10/2019 03:03,1.18865E+18,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",gohanssj21982,0,FALSE,FALSE
1189,A photo of Dale Cooper from Twin Peaks every hour. #twinpeaks https://t.co/42E6JTgt5O,5,28/10/2019 03:00,1.18865E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",DaleCooperHour,1,FALSE,FALSE
1190,"@biancsthegreat Write them down, in your (#TwinPeaks) diary... https://t.co/Qyme2STOYI",1,28/10/2019 02:59,1.18865E+18,233998376,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",amarikidd,0,FALSE,FALSE
1191,"RT @YinMiushi: Inktober Day 27: ""Coat"" ! <U+265F><U+FE0F><U+0001F454><U+0001F45E><U+0001F48D><U+0001F6CB> 

#inktober #inktoberofficialpromt #inktober2019 #inktoberday27 #inkdrawing #traditionalart�",0,28/10/2019 02:55,1.18865E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",LoconotMiley,5,TRUE,FALSE
1192,RT @ecojenner: She's dead! Wrapped in plastic! #twinpeaks #halloween https://t.co/lTZJACVMkh,0,28/10/2019 02:53,1.18865E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JahelMorga,54,TRUE,FALSE
1193,RT @tenaga_axinaga: congratulations DAVID LYNCH!! i love your style!!! #<U+30AA><U+30B9><U+30AB><U+30FC> #oscar #twinpeaks #<U+30C4><U+30A4><U+30F3><U+30D4><U+30FC><U+30AF><U+30B9> https://t.co/0esS250k5e,0,28/10/2019 02:52,1.18865E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",whatslana4,8,TRUE,FALSE
1194,RT @tenaga_axinaga: congratulations DAVID LYNCH!! i love your style!!! #<U+30AA><U+30B9><U+30AB><U+30FC> #oscar #twinpeaks #<U+30C4><U+30A4><U+30F3><U+30D4><U+30FC><U+30AF><U+30B9> https://t.co/0esS250k5e,0,28/10/2019 02:51,1.18865E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",prrmovie,8,TRUE,FALSE
1195,congratulations DAVID LYNCH!! i love your style!!! #<U+30AA><U+30B9><U+30AB><U+30FC> #oscar #twinpeaks #<U+30C4><U+30A4><U+30F3><U+30D4><U+30FC><U+30AF><U+30B9> https://t.co/0esS250k5e,24,28/10/2019 02:50,1.18865E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tenaga_axinaga,8,FALSE,FALSE
1196,RT @hellblazers: Special Agent Dale Cooper and Bureau Chief Gordon Cole #twinpeaks #davidlynch https://t.co/WWBBQYZYs1,0,28/10/2019 02:42,1.18865E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hellblazers,1,TRUE,FALSE
1197,"RT @YinMiushi: Inktober Day 27: ""Coat"" ! <U+265F><U+FE0F><U+0001F454><U+0001F45E><U+0001F48D><U+0001F6CB> 

#inktober #inktoberofficialpromt #inktober2019 #inktoberday27 #inkdrawing #traditionalart�",0,28/10/2019 02:42,1.18865E+18,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Twin Peaks bot news</a>",TwinPeaksBotNew,5,TRUE,FALSE
1198,"RT @hellblazers: �Bobby Briggs, you sit your butt down.� #twinpeaks https://t.co/VLj7I16KAu",0,28/10/2019 02:40,1.18865E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",hellblazers,1,TRUE,FALSE
1199,"RT @YinMiushi: Inktober Day 27: ""Coat"" ! <U+265F><U+FE0F><U+0001F454><U+0001F45E><U+0001F48D><U+0001F6CB> 

#inktober #inktoberofficialpromt #inktober2019 #inktoberday27 #inkdrawing #traditionalart�",0,28/10/2019 02:38,1.18865E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",WretchWorks,5,TRUE,FALSE
