Year,ID,Feelings,Before,During,After
2018,2018-11,"I felt very apprehensive and fearful beforehand. I felt this was down to the fact that I did not know anyone in my team. Due to this I thought it would be more difficult to form a cohesive team as I did not know individuals’ strengths and weaknesses, meaning it would be more challenging when assigning individuals roles. I thought the Crisis Simulation went smoother than I anticipated. Initially I thought we would be committed to the roles we were assigned to. But, as the tasks were set I found that we worked much more efficiently when we were all communicating amongst each other and assisting each other’s’ roles. I think this happened naturally as not all roles needed to be working at the same time. My role was to respond to the media via phone. However, I was assigned this role as I was the only individual who spoke English as a first language. I felt an added pressure as my colleagues expected me to fulfil this role. I did not want this role as I was not confident to communicate professionally to the media. I felt pleased with my overall performance, and I also feel that I took over other peoples’ roles who did not communicate much. I felt as a team we operated well, but more communication from some individuals could have resulted in more detailed responses. We ran out of time on a couple of tasks, but I felt this was unfair as we were told it was a 2 hour simulation, however we were in there for 1 hour 40 minutes.","I felt very apprehensive and fearful beforehand. I felt this was down to the fact that I did not know anyone in my team. Due to this I thought it would be more difficult to form a cohesive team as I did not know individuals’ strengths and weaknesses, meaning it would be more challenging when assigning individuals roles.","I thought the Crisis Simulation went smoother than I anticipated. Initially I thought we would be committed to the roles we were assigned to. But, as the tasks were set I found that we worked much more efficiently when we were all communicating amongst each other and assisting each other’s’ roles. I think this happened naturally as not all roles needed to be working at the same time. My role was to respond to the media via phone. However, I was assigned this role as I was the only individual who spoke English as a first language. I felt an added pressure as my colleagues expected me to fulfil this role. I did not want this role as I was not confident to communicate professionally to the media.","I felt pleased with my overall performance, and I also feel that I took over other peoples’ roles who did not communicate much. I felt as a team we operated well, but more communication from some individuals could have resulted in more detailed responses. We ran out of time on a couple of tasks, but I felt this was unfair as we were told it was a 2 hour simulation, however we were in there for 1 hour 40 minutes."
2018,2018-12,"My emotional state before the simulation was mixed of positive and negative feelings. In the beginning our group did not manage to meet which was disappointing to me because I had high expectations for myself on this assignment. Right before the assignment I was more positive due to most of the team members engaging in the subject. We assigned our roles in advance, so everyone had the chance to prepare himself for his task in depth, and I had a good feeling with my social media role. My thoughts were calm before and during the simulation, because once started you cannot change anything than giving your best. Afterwards I was happy how we managed the task and it went much faster than I expected. Nonetheless, I already had some points in my head we could have done better, so I was a little bit disappointed that I have not thought of it some minutes before.","My emotional state before the simulation was mixed of positive and negative feelings. In the beginning our group did not manage to meet which was disappointing to me because I had high expectations for myself on this assignment. Right before the assignment I was more positive due to most of the team members engaging in the subject. We assigned our roles in advance, so everyone had the chance to prepare himself for his task in depth, and I had a good feeling with my social media role.","My thoughts were calm before and during the simulation, because once started you cannot change anything than giving your best.","Afterwards I was happy how we managed the task and it went much faster than I expected. Nonetheless, I already had some points in my head we could have done better, so I was a little bit disappointed that I have not thought of it some minutes before."
2018,2018-13,"I have always had some confidence problems but I have always been able to give my opinion on what is going on and the decisions to make. Before entering the room I was very stressed by what was going to happen, I apprehend the subject. During the crisis simulation I had to face several emotions, from joy to sadness. When the crisis started I was determined to make sure that I could stop it and that there was good cohesion in our group in order to facilitate the exchange of information as much as possible. During the first part, I had difficulties but I managed to share my information with others. I was embarrassed to take more time to express myself and to give them my information while they did it in a very fast way. I had to show courage to communicate in imperfect English because I wanted to get involved. In the second part we all had the same information. I felt a little useless in front of the speed of the decisions taken by the group. As the crisis continued I felt less and less at my place in the group. I understood absolutely everything but it was as if I had given up because I was afraid not to be able to express myself as quickly as the group wanted and to disappoint them. I reflected on the experience and my feelings during the crisis. I realized that it was normal to feel nervous and stressed because that was the goal. It's a natural reaction, but it hasn't been beneficial to me. Nevertheless, I am happy to have experienced this event because it allowed me to participate in the management of a crisis.","I have always had some confidence problems but I have always been able to give my opinion on what is going on and the decisions to make. Before entering the room I was very stressed by what was going to happen, I apprehend the subject.","During the crisis simulation I had to face several emotions, from joy to sadness. When the crisis started I was determined to make sure that I could stop it and that there was good cohesion in our group in order to facilitate the exchange of information as much as possible. During the first part, I had difficulties but I managed to share my information with others. I was embarrassed to take more time to express myself and to give them my information while they did it in a very fast way. I had to show courage to communicate in imperfect English because I wanted to get involved. In the second part we all had the same information. I felt a little useless in front of the speed of the decisions taken by the group. As the crisis continued I felt less and less at my place in the group. I understood absolutely everything but it was as if I had given up because I was afraid not to be able to express myself as quickly as the group wanted and to disappoint them.","I reflected on the experience and my feelings during the crisis. I realized that it was normal to feel nervous and stressed because that was the goal. It's a natural reaction, but it hasn't been beneficial to me. Nevertheless, I am happy to have experienced this event because it allowed me to participate in the management of a crisis."
2018,2018-14,"Before the simulation, I felt confident, a bit stressed and excited. However, considering that 4 out of 6 people in my team were French people, another one was a Chinese girl and only one Welsh boy was in my team, I was worried about the quality of our comprehension, communication and writing of the tasks of the simulation. I expected the simulation to be less difficult. The PR crisis that Fyre Festival has was a huge one, which was difficult to handle. During the simulation, I felt stressed because I was the one typing on the computer, so I had to listen to my team members, and type as fast as possible on a keyboard different than the French one. The time was going really fast and we didn't have a lot of time to accomplish the tasks so it was stressful. However, thanks to the teamwork of my team members, their trust in me, happiness, ideas and advices, I felt confident again and did my best to accomplish the tasks. Sam has reassured me because I was always asking him to proofread what I was typing, and he has always given me good advices to reformulate the sentences the other team members and I were thinking of. I felt like we were a real communication team and that our festival really had a PR crisis. I forgot that the woman who was taking notes about our simulation was in the same room as us because I was really concerned about and focused on the work we had to do. Afterwards, I felt proud of myself and enriched by this experience because the simulation improved both my knowledges in PR and my teamwork skills. Some of my team members were also proud of me and thanked me for my work, which really pleased me and made me realize that I did a good job. I felt also proud of them and was glad to meet some of them and get to know better the ones I already knew.","Before the simulation, I felt confident, a bit stressed and excited. However, considering that 4 out of 6 people in my team were French people, another one was a Chinese girl and only one Welsh boy was in my team, I was worried about the quality of our comprehension, communication and writing of the tasks of the simulation. I expected the simulation to be less difficult. The PR crisis that Fyre Festival has was a huge one, which was difficult to handle.","During the simulation, I felt stressed because I was the one typing on the computer, so I had to listen to my team members, and type as fast as possible on a keyboard different than the French one. The time was going really fast and we didn't have a lot of time to accomplish the tasks so it was stressful. However, thanks to the teamwork of my team members, their trust in me, happiness, ideas and advices, I felt confident again and did my best to accomplish the tasks. Sam has reassured me because I was always asking him to proofread what I was typing, and he has always given me good advices to reformulate the sentences the other team members and I were thinking of. I felt like we were a real communication team and that our festival really had a PR crisis. I forgot that the woman who was taking notes about our simulation was in the same room as us because I was really concerned about and focused on the work we had to do.","Afterwards, I felt proud of myself and enriched by this experience because the simulation improved both my knowledges in PR and my teamwork skills. Some of my team members were also proud of me and thanked me for my work, which really pleased me and made me realize that I did a good job. I felt also proud of them and was glad to meet some of them and get to know better the ones I already knew."
2018,2018-15,"In spite of the successive simulations of crises carried out throughout the course, this was the first time that we had to face a more strict simulation. Before starting, I felt some fear and curiosity about whether my knowledge about public relations and my command of the English language would be enough to contribute to my team's work in achieving the crisis. That is why my initial feelings were characterized by a certain insecurity and nervousness. All this was accompanied by a high pressure derived from the great speed with which we had to respond to messages on social networks and carry out the writing of the various communications. In addition, although I find it hard to recognize, I did not feel completely comfortable during the crisis simulation with my role within the group. This is due to the fact that the roles that we had defined at the beginning of the crisis, in my opinion, were not respected, causing my perception of the value of my contributions to be very low, sometimes feeling somewhat undervalued and lost as to how I could help to the work group. To finish this section, at the end of the simulation, I felt that I had not enjoyed the experience as much as I would have liked, causing my own vision about my actions not to be good enough.","In spite of the successive simulations of crises carried out throughout the course, this was the first time that we had to face a more strict simulation. Before starting, I felt some fear and curiosity about whether my knowledge about public relations and my command of the English language would be enough to contribute to my team's work in achieving the crisis.","That is why my initial feelings were characterized by a certain insecurity and nervousness. All this was accompanied by a high pressure derived from the great speed with which we had to respond to messages on social networks and carry out the writing of the various communications. In addition, although I find it hard to recognize, I did not feel completely comfortable during the crisis simulation with my role within the group. This is due to the fact that the roles that we had defined at the beginning of the crisis, in my opinion, were not respected, causing my perception of the value of my contributions to be very low, sometimes feeling somewhat undervalued and lost as to how I could help to the work group.","To finish this section, at the end of the simulation, I felt that I had not enjoyed the experience as much as I would have liked, causing my own vision about my actions not to be good enough."
2018,2018-16,"Before the simulation took place, I felt quite confident of my group. This is because we were in roles that we were most comfortable and confident in. I felt that I could trust my group, but also if a problem arose, other group members would be able to assist me. However, I did feel quite anxious and nervous leading up to simulation. During the simulation, I was feeling anxious and quite nervous throughout the experience. I had full trust within my group during each of their tasks however, I was doubting my confidence in my own ability. This resulted in myself needing the assistance of Laura as she was the computer typist. After each of the tasks, I felt happy and confident in the work that the group was producing. Once the simulation had completed, I felt very happy with our performance and I personally felt confident that as a group, we had achieved the grade that we were aiming for. However, when receiving our feedback from the practitioner, I felt extremely deflated, worried and disappointed. Speaking with my group, they also had similar feelings. These negative feelings arose due to comments the practitioner had stated, some of which I felt were assumptive and overly critical. An example of one of the negative comments was, at the beginning of the simulation as we received the news articles, the practitioner advised that the group should have spoken to one another whilst reading instead of communicating afterwards. I personally felt that this comment is unwarranted, as Sian has a disability that requires silence whilst reading to concentrate. As a group, we also read in silence because, both Celine and Clotilde have English as their second language, meaning it is more difficult to understand the news articles. So, as a group we wanted to make Sian, Celine and Clotilde feel as comfortable as possible. Another example of the observations that I felt was unwarranted was that, the press release should have been more adequately prepared with notes. As this was my role, I felt extremely annoyed by this comment as I had organised my tasks. However, I believe the practitioner jumped to an assumption as my notes did not have the title “press release”. Conversely, there were some critiques that I agreed with such as the use of the contact number and the formality of our communications. The practitioner’s overall final comment was that we carried out an “okay job”. This comment made me feel as though I had failed the simulation and that this grade could severely detriment my final degree classification.","Before the simulation took place, I felt quite confident of my group. This is because we were in roles that we were most comfortable and confident in. I felt that I could trust my group, but also if a problem arose, other group members would be able to assist me. However, I did feel quite anxious and nervous leading up to simulation.","During the simulation, I was feeling anxious and quite nervous throughout the experience. I had full trust within my group during each of their tasks however, I was doubting my confidence in my own ability. This resulted in myself needing the assistance of Laura as she was the computer typist. After each of the tasks, I felt happy and confident in the work that the group was producing.","Once the simulation had completed, I felt very happy with our performance and I personally felt confident that as a group, we had achieved the grade that we were aiming for. However, when receiving our feedback from the practitioner, I felt extremely deflated, worried and disappointed. Speaking with my group, they also had similar feelings. These negative feelings arose due to comments the practitioner had stated, some of which I felt were assumptive and overly critical. An example of one of the negative comments was, at the beginning of the simulation as we received the news articles, the practitioner advised that the group should have spoken to one another whilst reading instead of communicating afterwards. I personally felt that this comment is unwarranted, as Sian has a disability that requires silence whilst reading to concentrate. As a group, we also read in silence because, both Celine and Clotilde have English as their second language, meaning it is more difficult to understand the news articles. So, as a group we wanted to make Sian, Celine and Clotilde feel as comfortable as possible. Another example of the observations that I felt was unwarranted was that, the press release should have been more adequately prepared with notes. As this was my role, I felt extremely annoyed by this comment as I had organised my tasks. However, I believe the practitioner jumped to an assumption as my notes did not have the title “press release”. Conversely, there were some critiques that I agreed with such as the use of the contact number and the formality of our communications. The practitioner’s overall final comment was that we carried out an “okay job”. This comment made me feel as though I had failed the simulation and that this grade could severely detriment my final degree classification."
2018,2018-17,"Due to the good tutorials and the group meetings we arranged, I went with confidence, pleasant anticipation and excitement into the simulation. After receiving the topic of the crisis I got even more thrilled because I visit music festivals myself regularly. That made it easier for me to put myself in the situation´s shoes. The excitement held well over the first two tasks and went along with slight tension and stress when the third and fourth tasks were announced. Unsure about whether the responses should be general or individual, the inner unrest that was created was enhanced by the timer. However, these feelings vanished after a few moments by courtesy of good solution options during a short brainstorming session with the other members. After processing the fifth task my mind and body were exhausted. This condition influenced my mood negatively when a further task popped up. Nevertheless the ambition of the other members gave me an additional motivational boost. Immediately after the simulation ended, a feeling of relief started to spread. Anyway I was grateful for this “real-life-experience”.","Due to the good tutorials and the group meetings we arranged, I went with confidence, pleasant anticipation and excitement into the simulation.","After receiving the topic of the crisis I got even more thrilled because I visit music festivals myself regularly. That made it easier for me to put myself in the situation´s shoes. The excitement held well over the first two tasks and went along with slight tension and stress when the third and fourth tasks were announced. Unsure about whether the responses should be general or individual, the inner unrest that was created was enhanced by the timer. However, these feelings vanished after a few moments by courtesy of good solution options during a short brainstorming session with the other members. After processing the fifth task my mind and body were exhausted. This condition influenced my mood negatively when a further task popped up. Nevertheless the ambition of the other members gave me an additional motivational boost.","Immediately after the simulation ended, a feeling of relief started to spread. Anyway I was grateful for this “real-life-experience”."
2018,2018-18,"My feelings were really good about by approaching this simulation because we prepared it good with my team and in the tutorials before as well. Some of the members of the team were stressed but I tried to reassure them. I was really relax before and I was aware that at the beginning of the two hours we will have an adaptation moment when the panic can set in but we were really prepared so I was confident. After the simulation, I was proud of what we do with my team, I wasn’t thinking that the stains would run so fast but we managed our time really good and spent the adaptation time very well without panicking so I was happy with our work. From a personal point of view, I was also happy with my performance during the situation, I was responsible for time management and I handled the tasks well. As the team leader, I had to take in hand the beginning of the simulation by reminding the important points, which I did during the two hours. Then we had the feedback with a PR professional. This feedback was really positive, we managed this simulation very well, we had some points to improve but the whole was good. After this, I was really happy about the work we did and my feelings were also very positive about my involvement in the team.",My feelings were really good about by approaching this simulation because we prepared it good with my team and in the tutorials before as well. Some of the members of the team were stressed but I tried to reassure them. I was really relax before and I was aware that at the beginning of the two hours we will have an adaptation moment when the panic can set in but we were really prepared so I was confident.,the,"After the simulation, I was proud of what we do with my team, I wasn’t thinking that the stains would run so fast but we managed our time really good and spent the adaptation time very well without panicking so I was happy with our work. From a personal point of view, I was also happy with my performance during the situation, I was responsible for time management and I handled the tasks well. As the team leader, I had to take in hand the beginning of the simulation by reminding the important points, which I did during the two hours. Then we had the feedback with a PR professional. This feedback was really positive, we managed this simulation very well, we had some points to improve but the whole was good. After this, I was really happy about the work we did and my feelings were also very positive about my involvement in the team."
2018,2018-19,"The crisis simulation experience was a first for me. I had never attempted this type of examination before, so it was a little stressful. I had some fears, such as misunderstanding the subject, partially answering the job or not finishing the tasks in the allotted time. However, the members of my group quickly reassured me because we were well prepared and everyone knew what they had to do. I was immediately reassured about my fears during the crisis situation. We put our knowledge into practice and used our previous training. We expected what was asked of us and there were no unpleasant surprises. Nevertheless, I have some regrets regarding my personal work; I would have liked to be able to understand the whole subject quickly and then participate more in the exchanges. Indeed, my level of English penalized me a little in regard to my understanding and ability to communicate. I took a little more time than the other students to read the documents and understand the context of the crisis. Subsequently, I had difficulty intervening in the debates and putting across my views. As my English was not as good as the other students, I was afraid I may not find the right words to express myself and to find my place in the group. Nevertheless, they came to me, so that I could give my opinion and really participate in the group work. It freed me for the rest and I was able to speak more and raise the points that I thought were important. Thanks to this simulation, I visualized the importance of setting up a crisis unit within a public relations team. We must act in time, be reactive and relevant. With the primary objective in mind: to resolve the crisis.","The crisis simulation experience was a first for me. I had never attempted this type of examination before, so it was a little stressful. I had some fears, such as misunderstanding the subject, partially answering the job or not finishing the tasks in the allotted time. However, the members of my group quickly reassured me because we were well prepared and everyone knew what they had to do.","I was immediately reassured about my fears during the crisis situation. We put our knowledge into practice and used our previous training. We expected what was asked of us and there were no unpleasant surprises. Nevertheless, I have some regrets regarding my personal work; I would have liked to be able to understand the whole subject quickly and then participate more in the exchanges. Indeed, my level of English penalized me a little in regard to my understanding and ability to communicate. I took a little more time than the other students to read the documents and understand the context of the crisis. Subsequently, I had difficulty intervening in the debates and putting across my views. As my English was not as good as the other students, I was afraid I may not find the right words to express myself and to find my place in the group. Nevertheless, they came to me, so that I could give my opinion and really participate in the group work. It freed me for the rest and I was able to speak more and raise the points that I thought were important.","Thanks to this simulation, I visualized the importance of setting up a crisis unit within a public relations team. We must act in time, be reactive and relevant. With the primary objective in mind: to resolve the crisis."
2018,2018-20,"Based on the personal perspectives, it was not hard to find everyone in the group was a little nervous before the simulation began, though people encouraged each other, like saying ‘everything will be fine’. During the simulation, I tried my best to calm myself down with choosing to trust my team and myself. It was very tight for the time of each tasks except the Task 2 which the teams name and the team role was pre-arranged. This test made me feel the most touched thing was the advantage of the teamwork, as not everyone was good at every aspect but the group can be strong. After the simulation, according to the feedback from the advisors, although it was fact there still have something we should improve and learn, I start to enjoy the feel of communicating with the people, sharing the ideas, and helping each other. Personally, the best way to overcome the anxiety is to face it rather than escape. Making mistakes were not always the negative thing while it can helpful to know where the shortage was and things could be finished better next time.","Based on the personal perspectives, it was not hard to find everyone in the group was a little nervous before the simulation began, though people encouraged each other, like saying ‘everything will be fine’.","During the simulation, I tried my best to calm myself down with choosing to trust my team and myself. It was very tight for the time of each tasks except the Task 2 which the teams name and the team role was pre-arranged. This test made me feel the most touched thing was the advantage of the teamwork, as not everyone was good at every aspect but the group can be strong.","After the simulation, according to the feedback from the advisors, although it was fact there still have something we should improve and learn, I start to enjoy the feel of communicating with the people, sharing the ideas, and helping each other. Personally, the best way to overcome the anxiety is to face it rather than escape. Making mistakes were not always the negative thing while it can helpful to know where the shortage was and things could be finished better next time."
2018,2018-21,"A few days before the crisis simulation, I was not very worried because we were an attentive team and we were able to reassure ourselves. There was a bit of anxiety because you had to give the best of yourself. I was worried about the kind of crisis we were going to face. During the crisis simulation, I relaxed. Indeed, the case was interesting because, being young, we are often interested in festivals. Moreover, this case was a bit similar to another case we had seen in class. It gave me confidence and I knew what I had to do. During the different steps, I tried to give a maximum of ideas but I was not always sure if it was correct. But my team listened to my ideas and then we changed together to be closer to our crisis. Group work is not necessarily what I prefer because we are somewhat independent and we cannot express ourselves freely. On the other hand, for the crisis simulation, I was very happy to do this work with my team. We were able to listen to each allowing to install a trusted relationship. In addition, each idea was taken into account; it allowed to get a better job. But I also enjoyed working with my team because there was enthusiasm, each member was motivated.","A few days before the crisis simulation, I was not very worried because we were an attentive team and we were able to reassure ourselves. There was a bit of anxiety because you had to give the best of yourself. I was worried about the kind of crisis we were going to face.","During the crisis simulation, I relaxed. Indeed, the case was interesting because, being young, we are often interested in festivals. Moreover, this case was a bit similar to another case we had seen in class. It gave me confidence and I knew what I had to do. During the different steps, I tried to give a maximum of ideas but I was not always sure if it was correct. But my team listened to my ideas and then we changed together to be closer to our crisis. Group work is not necessarily what I prefer because we are somewhat independent and we cannot express ourselves freely. On the other hand, for the crisis simulation, I was very happy to do this work with my team. We were able to listen to each allowing to install a trusted relationship. In addition, each idea was taken into account; it allowed to get a better job.","But I also enjoyed working with my team because there was enthusiasm, each member was motivated."
2018,2018-22,"In the preparation process of the crisis simulation I felt very stress and unsure. Considering the information, we as a group and other groups got I didn’t feel sure in what were our roles, what is exactly we should do as a group or individually and what is exactly going to happen on the day of the crisis simulation itself. Furthermore, I had the feeling of stress and anxiety all the way leading the actual simulation day. On the day by talking to my team I realised that we all felt that way and we supported each other. While doing the simulation I relaxed. I started feeling confident in leading the group. Also, I felt like my team mates were relaxed and confident as well. Through the whole exam/simulation I felt good and I was ready to take any task that was “thrown” my way. My team mates made me feel good as well. I could feel that the assignment and doing well for them is as important as it is for me. After the exam I felt happy and content with the work we did. I did not really understand why I was so nervous before the exam.","In the preparation process of the crisis simulation I felt very stress and unsure. Considering the information, we as a group and other groups got I didn’t feel sure in what were our roles, what is exactly we should do as a group or individually and what is exactly going to happen on the day of the crisis simulation itself. Furthermore, I had the feeling of stress and anxiety all the way leading the actual simulation day. On the day by talking to my team I realised that we all felt that way and we supported each other.","While doing the simulation I relaxed. I started feeling confident in leading the group. Also, I felt like my team mates were relaxed and confident as well. Through the whole exam/simulation I felt good and I was ready to take any task that was “thrown” my way. My team mates made me feel good as well. I could feel that the assignment and doing well for them is as important as it is for me.",After the exam I felt happy and content with the work we did. I did not really understand why I was so nervous before the exam.
2018,2018-23,"Before the crisis simulation, I felt a little bit stressed since we did not know the case study in advance. However, doing a mock simulation, receiving advice from both PR expert and graduated students, as well as meeting my team several times allowed me to lower my anxiety and feel confident for the simulation. I knew what to expect and maximised my chances to properly manage the situation. During the simulation, the main factor of pressure was the time which was running and the quasi-impossibility to go back on previous tasks. However, I did not really have time to think about that since the simulation required to quickly reflect and react to the ongoing flow of information. The simulation intensified my senses and allowed me to surpass myself to make the right decisions in a new and time-constraint environment. After the crisis simulation, I reminded actions that in my point of view we did or did not perform well and discussed with my team to get some feedback on those points. We thought we did efficiently manage the situation and felt relax and happy with our work.","Before the crisis simulation, I felt a little bit stressed since we did not know the case study in advance. However, doing a mock simulation, receiving advice from both PR expert and graduated students, as well as meeting my team several times allowed me to lower my anxiety and feel confident for the simulation. I knew what to expect and maximised my chances to properly manage the situation.","During the simulation, the main factor of pressure was the time which was running and the quasi-impossibility to go back on previous tasks. However, I did not really have time to think about that since the simulation required to quickly reflect and react to the ongoing flow of information. The simulation intensified my senses and allowed me to surpass myself to make the right decisions in a new and time-constraint environment.","After the crisis simulation, I reminded actions that in my point of view we did or did not perform well and discussed with my team to get some feedback on those points. We thought we did efficiently manage the situation and felt relax and happy with our work."
2018,2018-24,"Prior to the event, our team met twice. During those meetings I had the perception that we will work well together and that we all want to do our best. We assigned responsibilities, and everybody prepared for their job in detail but informed themselves about the other tasks as well to assist one another. Therefore, I felt that our team was ready for the simulation. When the event finally started, I became calm as I knew that I was sufficiently prepared and that I could not change anything anymore. I was confident about what I had to do, and I was already constructing sentences in my head suitable for the Press Release. As the tasks were given to us one by one and not, as we had expected it, several tasks at once, we all tried to help each other which led to everyone speaking simultaneously. This was confusing to me, but everyone wanted to contribute to solve the task as quickly as possible. After the sentence “The simulation is over” appeared, I was relieved and proud as I think that we made a good job although I already had some points in my head we could have done better.","Prior to the event, our team met twice. During those meetings I had the perception that we will work well together and that we all want to do our best. We assigned responsibilities, and everybody prepared for their job in detail but informed themselves about the other tasks as well to assist one another. Therefore, I felt that our team was ready for the simulation.","When the event finally started, I became calm as I knew that I was sufficiently prepared and that I could not change anything anymore. I was confident about what I had to do, and I was already constructing sentences in my head suitable for the Press Release. As the tasks were given to us one by one and not, as we had expected it, several tasks at once, we all tried to help each other which led to everyone speaking simultaneously. This was confusing to me, but everyone wanted to contribute to solve the task as quickly as possible.","After the sentence “The simulation is over” appeared, I was relieved and proud as I think that we made a good job although I already had some points in my head we could have done better."
2018,2018-25,"The whole group really enjoyed this exercise as it gave us the opportunity to experience in real conditions a PR crisis. We all think that it was an innovative way of doing and that practice is always better. Most of us were afraid by not having any information before the case, which prevented us to anticipate any questions. A few minutes before the beginning, we all felt exited to beginning the situation. When we discovered the case, I was very happy of the subject as I am myself a festival fan, and felt more comfortable as I know a bit of how festival are organized. During the crisis, we really felt as part of the festival organization and we were really concerned about the future of “our” festival. I’m looking forward to having more real cases scenario like this in the future in my studies as it is for me the best way to practice and to understand how it is in the real world. At the end of the simulation we were very surprised of how fast it came to an end, and we were almost disappointed it was already done.","The whole group really enjoyed this exercise as it gave us the opportunity to experience in real conditions a PR crisis. We all think that it was an innovative way of doing and that practice is always better. Most of us were afraid by not having any information before the case, which prevented us to anticipate any questions. A few minutes before the beginning, we all felt exited to beginning the situation.","When we discovered the case, I was very happy of the subject as I am myself a festival fan, and felt more comfortable as I know a bit of how festival are organized. During the crisis, we really felt as part of the festival organization and we were really concerned about the future of “our” festival. I’m looking forward to having more real cases scenario like this in the future in my studies as it is for me the best way to practice and to understand how it is in the real world.","At the end of the simulation we were very surprised of how fast it came to an end, and we were almost disappointed it was already done."
2018,2018-26,"When I was waiting to enter the simulation I was nervous but feeling positive due to the preparation I had completed with the team. I was surprised other team members were making negative comments about their predictions of our performance in the simulation, as I did not feel this would increase the possibility of a successful performance.  However when I challenged these views and suggested we should remain positive, a serious atmosphere was created. This atmosphere made me feel uncomfortable as I questioned whether I should have commented or if ignoring negative comments would have been the correct course of action to take. I do not think this was a helpful way to begin the simulation, as I was still thinking about these feelings when the simulation began, compromising my concentration, which in turn affected my performance. During the simulation I felt frustrated, as I felt let down by my team and annoyed that I was unable to effectively control the situation as I had anticipated prior to the event. After the simulation I felt discouraged as I was focusing on my mistakes instead of the aspects of the event that had been successful. My unenthusiastic attitude made me feel worse about the simulation and created a desire to leave in order to create distance from the situation and myself. Therefore I do not think I gained useful information from the feedback session, as my mind was preoccupied with negative thoughts and feelings, reducing my ability to listen to the assessor.","When I was waiting to enter the simulation I was nervous but feeling positive due to the preparation I had completed with the team. I was surprised other team members were making negative comments about their predictions of our performance in the simulation, as I did not feel this would increase the possibility of a successful performance.  However when I challenged these views and suggested we should remain positive, a serious atmosphere was created. This atmosphere made me feel uncomfortable as I questioned whether I should have commented or if ignoring negative comments would have been the correct course of action to take. I do not think this was a helpful way to begin the simulation, as I was still thinking about these feelings when the simulation began, compromising my concentration, which in turn affected my performance.","During the simulation I felt frustrated, as I felt let down by my team and annoyed that I was unable to effectively control the situation as I had anticipated prior to the event.","After the simulation I felt discouraged as I was focusing on my mistakes instead of the aspects of the event that had been successful. My unenthusiastic attitude made me feel worse about the simulation and created a desire to leave in order to create distance from the situation and myself. Therefore I do not think I gained useful information from the feedback session, as my mind was preoccupied with negative thoughts and feelings, reducing my ability to listen to the assessor."
2018,2018-27,"During the preparations for the crisis I was calm but curious about how and what exactly is going to happen. At some point during the preparations, I felt worried that I am not preparing enough when I heard about how hard other teams had been preparing. However, before the actual simulation I was no longer worried or nervous until the evening before. During the simulation, I felt a number of things: worry and slight panic when the start of the simulation was delayed as I was not sure if me and the team were at the right place and missing the simulation, however that all went away once we were in the pod room. I gained further confidence from seeing that the mock simulation was very similar to the simulation on the day. I felt very satisfied, confident and happy once it was over as I felt like we did a good job and I contributed towards that result.","During the preparations for the crisis I was calm but curious about how and what exactly is going to happen. At some point during the preparations, I felt worried that I am not preparing enough when I heard about how hard other teams had been preparing. However, before the actual simulation I was no longer worried or nervous until the evening before.","During the simulation, I felt a number of things: worry and slight panic when the start of the simulation was delayed as I was not sure if me and the team were at the right place and missing the simulation, however that all went away once we were in the pod room. I gained further confidence from seeing that the mock simulation was very similar to the simulation on the day.","I felt very satisfied, confident and happy once it was over as I felt like we did a good job and I contributed towards that result."
2018,2018-28,"Before being given the tasks I felt extremely confident as I already knew about the crisis as I was following The Fyre Festival and saw everything unfold live in 2017. I felt confident within myself being the manager of the team, but I was not as confident in my group. Once the first task was revealed, I found that everyone relied on me, this is fine as I was the manager, but to a certain extent I believe others in my group should have helped and put input in instead of purely relying on myself. A few tasks I had to compose myself and really think of the best scenario as I was feeling pressured by my group to think for everyone else. I felt confident within the tasks while also feeling extreme pressure. I thought at the time that each of the tasks were relevant and allowed each member of the group to show their knowledge to the best of each individuals’ ability. Once the simulation was over I was happy, this changed after receiving the initial feedback as I do not believe we as a group performed as great as expected and hoped. Afterwards, I felt disappointed in myself as I believe I could have done better.","Before being given the tasks I felt extremely confident as I already knew about the crisis as I was following The Fyre Festival and saw everything unfold live in 2017. I felt confident within myself being the manager of the team, but I was not as confident in my group.","Once the first task was revealed, I found that everyone relied on me, this is fine as I was the manager, but to a certain extent I believe others in my group should have helped and put input in instead of purely relying on myself. A few tasks I had to compose myself and really think of the best scenario as I was feeling pressured by my group to think for everyone else. I felt confident within the tasks while also feeling extreme pressure. I thought at the time that each of the tasks were relevant and allowed each member of the group to show their knowledge to the best of each individuals’ ability.","Once the simulation was over I was happy, this changed after receiving the initial feedback as I do not believe we as a group performed as great as expected and hoped. Afterwards, I felt disappointed in myself as I believe I could have done better."
