"","Episode","word","value"
"1971",NA,"scams",-2
"1972",NA,"scandal",-3
"1973",NA,"scandalous",-3
"1974",NA,"scandals",-3
"1975",NA,"scapegoat",-2
"1976",NA,"scapegoats",-2
"1977",NA,"scare",-2
"1978",NA,"scared",-2
"1979",NA,"scary",-2
"1980",NA,"sceptical",-2
"1981",NA,"scold",-2
"1982",NA,"scoop",3
"1983",NA,"scorn",-2
"1984",NA,"scornful",-2
"1985",NA,"scream",-2
"1986",NA,"screamed",-2
"1987",NA,"screaming",-2
"1988","s1e7","screams",-2
"1989",NA,"screwed",-2
"1990",NA,"screwed up",-3
"1991",NA,"scumbag",-4
"1992",NA,"secure",2
"1993",NA,"secured",2
"1994",NA,"secures",2
"1995",NA,"sedition",-2
"1996",NA,"seditious",-2
"1997",NA,"seduced",-1
"1998",NA,"self-confident",2
"1999",NA,"self-deluded",-2
"2000",NA,"selfish",-3
"2001",NA,"selfishness",-3
"2002",NA,"sentence",-2
"2003",NA,"sentenced",-2
"2004",NA,"sentences",-2
"2005",NA,"sentencing",-2
"2006",NA,"serene",2
"2007",NA,"severe",-2
"2008",NA,"sexy",3
"2009",NA,"shaky",-2
"2010",NA,"shame",-2
"2011",NA,"shamed",-2
"2012",NA,"shameful",-2
"2013",NA,"share",1
"2014",NA,"shared",1
"2015",NA,"shares",1
"2016",NA,"shattered",-2
"2017",NA,"shit",-4
"2018",NA,"shithead",-4
"2019",NA,"shitty",-3
"2020",NA,"shock",-2
"2021",NA,"shocked",-2
"2022",NA,"shocking",-2
"2023",NA,"shocks",-2
"2024",NA,"shoot",-1
"2025",NA,"short-sighted",-2
"2026",NA,"short-sightedness",-2
"2027",NA,"shortage",-2
"2028",NA,"shortages",-2
"2029",NA,"shrew",-4
"2030",NA,"shy",-1
"2031",NA,"sick",-2
"2032",NA,"sigh",-2
"2033",NA,"significance",1
"2034",NA,"significant",1
"2035",NA,"silencing",-1
"2036",NA,"silly",-1
"2037",NA,"sincere",2
"2038",NA,"sincerely",2
"2039",NA,"sincerest",2
"2040",NA,"sincerity",2
"2041",NA,"sinful",-3
"2042",NA,"singleminded",-2
"2043",NA,"skeptic",-2
"2044",NA,"skeptical",-2
"2045",NA,"skepticism",-2
"2046",NA,"skeptics",-2
"2047",NA,"slam",-2
"2048",NA,"slash",-2
"2049",NA,"slashed",-2
"2050",NA,"slashes",-2
"2051",NA,"slashing",-2
"2052",NA,"slavery",-3
"2053",NA,"sleeplessness",-2
"2054",NA,"slick",2
"2055",NA,"slicker",2
"2056",NA,"slickest",2
"2057",NA,"sluggish",-2
"2058",NA,"slut",-5
"2059",NA,"smart",1
"2060",NA,"smarter",2
"2061",NA,"smartest",2
"2062",NA,"smear",-2
"2063",NA,"smile",2
"2064",NA,"smiled",2
"2065",NA,"smiles",2
"2066",NA,"smiling",2
"2067",NA,"smog",-2
"2068",NA,"sneaky",-1
"2069",NA,"snub",-2
"2070",NA,"snubbed",-2
"2071",NA,"snubbing",-2
"2072",NA,"snubs",-2
"2073",NA,"sobering",1
"2074",NA,"solemn",-1
"2075",NA,"solid",2
"2076",NA,"solidarity",2
"2077",NA,"solution",1
"2078",NA,"solutions",1
"2079",NA,"solve",1
"2080",NA,"solved",1
"2081",NA,"solves",1
"2082",NA,"solving",1
"2083",NA,"somber",-2
"2084",NA,"some kind",0
"2085",NA,"son-of-a-bitch",-5
"2086",NA,"soothe",3
"2087",NA,"soothed",3
"2088",NA,"soothing",3
"2089",NA,"sophisticated",2
"2090",NA,"sore",-1
"2091",NA,"sorrow",-2
"2092",NA,"sorrowful",-2
"2093",NA,"sorry",-1
"2094",NA,"spam",-2
"2095",NA,"spammer",-3
"2096",NA,"spammers",-3
"2097",NA,"spamming",-2
"2098",NA,"spark",1
"2099",NA,"sparkle",3
"2100",NA,"sparkles",3
"2101",NA,"sparkling",3
"2102",NA,"speculative",-2
"2103",NA,"spirit",1
"2104",NA,"spirited",2
"2105",NA,"spiritless",-2
"2106",NA,"spiteful",-2
"2107",NA,"splendid",3
"2108",NA,"sprightly",2
"2109",NA,"squelched",-1
"2110",NA,"stab",-2
"2111",NA,"stabbed",-2
"2112",NA,"stable",2
"2113",NA,"stabs",-2
"2114",NA,"stall",-2
"2115",NA,"stalled",-2
"2116",NA,"stalling",-2
"2117",NA,"stamina",2
"2118",NA,"stampede",-2
"2119",NA,"startled",-2
"2120",NA,"starve",-2
"2121",NA,"starved",-2
"2122",NA,"starves",-2
"2123",NA,"starving",-2
"2124",NA,"steadfast",2
"2125",NA,"steal",-2
"2126",NA,"steals",-2
"2127",NA,"stereotype",-2
"2128",NA,"stereotyped",-2
"2129",NA,"stifled",-1
"2130",NA,"stimulate",1
"2131",NA,"stimulated",1
"2132",NA,"stimulates",1
"2133",NA,"stimulating",2
"2134",NA,"stingy",-2
"2135",NA,"stolen",-2
"2136",NA,"stop",-1
"2137",NA,"stopped",-1
"2138",NA,"stopping",-1
"2139",NA,"stops",-1
"2140",NA,"stout",2
"2141",NA,"straight",1
"2142",NA,"strange",-1
"2143",NA,"strangely",-1
"2144",NA,"strangled",-2
"2145",NA,"strength",2
"2146",NA,"strengthen",2
"2147",NA,"strengthened",2
"2148",NA,"strengthening",2
"2149",NA,"strengthens",2
"2150",NA,"stressed",-2
"2151",NA,"stressor",-2
"2152",NA,"stressors",-2
"2153",NA,"stricken",-2
"2154",NA,"strike",-1
"2155",NA,"strikers",-2
"2156",NA,"strikes",-1
"2157",NA,"strong",2
"2158",NA,"stronger",2
"2159",NA,"strongest",2
"2160",NA,"struck",-1
"2161",NA,"struggle",-2
"2162",NA,"struggled",-2
"2163",NA,"struggles",-2
"2164",NA,"struggling",-2
"2165",NA,"stubborn",-2
"2166",NA,"stuck",-2
"2167",NA,"stunned",-2
"2168",NA,"stunning",4
"2169",NA,"stupid",-2
"2170",NA,"stupidly",-2
"2171",NA,"suave",2
"2172",NA,"substantial",1
"2173",NA,"substantially",1
"2174",NA,"subversive",-2
"2175",NA,"success",2
"2176",NA,"successful",3
"2177",NA,"suck",-3
"2178",NA,"sucks",-3
"2179",NA,"suffer",-2
"2180",NA,"suffering",-2
"2181",NA,"suffers",-2
"2182",NA,"suicidal",-2
"2183",NA,"suicide",-2
"2184",NA,"suing",-2
"2185",NA,"sulking",-2
"2186",NA,"sulky",-2
"2187",NA,"sullen",-2
"2188",NA,"sunshine",2
"2189",NA,"super",3
"2190",NA,"superb",5
"2191",NA,"superior",2
"2192",NA,"support",2
"2193",NA,"supported",2
"2194",NA,"supporter",1
"2195",NA,"supporters",1
"2196",NA,"supporting",1
"2197",NA,"supportive",2
"2198",NA,"supports",2
"2199",NA,"survived",2
"2200",NA,"surviving",2
"2201",NA,"survivor",2
"2202",NA,"suspect",-1
"2203",NA,"suspected",-1
"2204",NA,"suspecting",-1
"2205",NA,"suspects",-1
"2206",NA,"suspend",-1
"2207",NA,"suspended",-1
"2208",NA,"suspicious",-2
"2209",NA,"swear",-2
"2210",NA,"swearing",-2
"2211",NA,"swears",-2
"2212",NA,"sweet",2
"2213",NA,"swift",2
"2214",NA,"swiftly",2
"2215",NA,"swindle",-3
"2216",NA,"swindles",-3
"2217",NA,"swindling",-3
"2218",NA,"sympathetic",2
"2219",NA,"sympathy",2
"2220",NA,"tard",-2
"2221",NA,"tears",-2
"2222",NA,"tender",2
"2223",NA,"tense",-2
"2224",NA,"tension",-1
"2225",NA,"terrible",-3
"2226",NA,"terribly",-3
"2227",NA,"terrific",4
"2228",NA,"terrified",-3
"2229",NA,"terror",-3
"2230",NA,"terrorize",-3
"2231",NA,"terrorized",-3
"2232",NA,"terrorizes",-3
"2233",NA,"thank",2
"2234",NA,"thankful",2
"2235",NA,"thanks",2
"2236",NA,"thorny",-2
"2237",NA,"thoughtful",2
"2238",NA,"thoughtless",-2
"2239",NA,"threat",-2
"2240",NA,"threaten",-2
"2241",NA,"threatened",-2
"2242",NA,"threatening",-2
"2243",NA,"threatens",-2
"2244",NA,"threats",-2
"2245",NA,"thrilled",5
"2246",NA,"thwart",-2
"2247",NA,"thwarted",-2
"2248",NA,"thwarting",-2
"2249",NA,"thwarts",-2
"2250",NA,"timid",-2
"2251",NA,"timorous",-2
"2252",NA,"tired",-2
"2253",NA,"tits",-2
"2254",NA,"tolerant",2
"2255",NA,"toothless",-2
"2256",NA,"top",2
"2257",NA,"tops",2
"2258",NA,"torn",-2
"2259",NA,"torture",-4
"2260",NA,"tortured",-4
"2261",NA,"tortures",-4
"2262",NA,"torturing",-4
"2263",NA,"totalitarian",-2
"2264",NA,"totalitarianism",-2
"2265",NA,"tout",-2
"2266",NA,"touted",-2
"2267",NA,"touting",-2
"2268",NA,"touts",-2
"2269",NA,"tragedy",-2
"2270",NA,"tragic",-2
"2271",NA,"tranquil",2
"2272",NA,"trap",-1
"2273",NA,"trapped",-2
"2274",NA,"trauma",-3
"2275",NA,"traumatic",-3
"2276",NA,"travesty",-2
"2277",NA,"treason",-3
"2278",NA,"treasonous",-3
"2279",NA,"treasure",2
"2280",NA,"treasures",2
"2281",NA,"trembling",-2
"2282",NA,"tremulous",-2
"2283",NA,"tricked",-2
"2284",NA,"trickery",-2
"2285",NA,"triumph",4
"2286",NA,"triumphant",4
"2287",NA,"trouble",-2
"2288",NA,"troubled",-2
"2289",NA,"troubles",-2
"2290",NA,"true",2
"2291",NA,"trust",1
"2292",NA,"trusted",2
"2293",NA,"tumor",-2
"2294",NA,"twat",-5
"2295",NA,"ugly",-3
"2296",NA,"unacceptable",-2
"2297",NA,"unappreciated",-2
"2298",NA,"unapproved",-2
"2299",NA,"unaware",-2
"2300",NA,"unbelievable",-1
"2301",NA,"unbelieving",-1
"2302",NA,"unbiased",2
"2303",NA,"uncertain",-1
"2304",NA,"unclear",-1
"2305",NA,"uncomfortable",-2
"2306",NA,"unconcerned",-2
"2307",NA,"unconfirmed",-1
"2308",NA,"unconvinced",-1
"2309",NA,"uncredited",-1
"2310",NA,"undecided",-1
"2311",NA,"underestimate",-1
"2312",NA,"underestimated",-1
"2313",NA,"underestimates",-1
"2314",NA,"underestimating",-1
"2315",NA,"undermine",-2
"2316",NA,"undermined",-2
"2317",NA,"undermines",-2
"2318",NA,"undermining",-2
"2319",NA,"undeserving",-2
"2320",NA,"undesirable",-2
"2321",NA,"uneasy",-2
"2322",NA,"unemployment",-2
"2323",NA,"unequal",-1
"2324",NA,"unequaled",2
"2325",NA,"unethical",-2
"2326",NA,"unfair",-2
"2327",NA,"unfocused",-2
"2328",NA,"unfulfilled",-2
"2329",NA,"unhappy",-2
"2330",NA,"unhealthy",-2
"2331",NA,"unified",1
"2332",NA,"unimpressed",-2
"2333",NA,"unintelligent",-2
"2334",NA,"united",1
"2335",NA,"unjust",-2
"2336",NA,"unlovable",-2
"2337",NA,"unloved",-2
"2338",NA,"unmatched",1
"2339",NA,"unmotivated",-2
"2340",NA,"unprofessional",-2
"2341",NA,"unresearched",-2
"2342",NA,"unsatisfied",-2
"2343",NA,"unsecured",-2
"2344",NA,"unsettled",-1
"2345",NA,"unsophisticated",-2
"2346",NA,"unstable",-2
"2347",NA,"unstoppable",2
"2348",NA,"unsupported",-2
"2349",NA,"unsure",-1
"2350",NA,"untarnished",2
"2351",NA,"unwanted",-2
"2352",NA,"unworthy",-2
"2353",NA,"upset",-2
"2354",NA,"upsets",-2
"2355",NA,"upsetting",-2
"2356",NA,"uptight",-2
"2357",NA,"urgent",-1
"2358",NA,"useful",2
"2359",NA,"usefulness",2
"2360",NA,"useless",-2
"2361",NA,"uselessness",-2
"2362",NA,"vague",-2
"2363",NA,"validate",1
"2364",NA,"validated",1
"2365",NA,"validates",1
"2366",NA,"validating",1
"2367",NA,"verdict",-1
"2368",NA,"verdicts",-1
"2369",NA,"vested",1
"2370",NA,"vexation",-2
"2371",NA,"vexing",-2
"2372",NA,"vibrant",3
"2373",NA,"vicious",-2
"2374",NA,"victim",-3
"2375",NA,"victimize",-3
"2376",NA,"victimized",-3
"2377",NA,"victimizes",-3
"2378",NA,"victimizing",-3
"2379",NA,"victims",-3
"2380",NA,"vigilant",3
"2381",NA,"vile",-3
"2382",NA,"vindicate",2
"2383",NA,"vindicated",2
"2384",NA,"vindicates",2
"2385",NA,"vindicating",2
"2386",NA,"violate",-2
"2387",NA,"violated",-2
"2388",NA,"violates",-2
"2389",NA,"violating",-2
"2390",NA,"violence",-3
"2391",NA,"violent",-3
"2392",NA,"virtuous",2
"2393",NA,"virulent",-2
"2394",NA,"vision",1
"2395",NA,"visionary",3
"2396",NA,"visioning",1
"2397",NA,"visions",1
"2398",NA,"vitality",3
"2399",NA,"vitamin",1
"2400",NA,"vitriolic",-3
"2401",NA,"vivacious",3
"2402",NA,"vociferous",-1
"2403",NA,"vulnerability",-2
"2404",NA,"vulnerable",-2
"2405",NA,"walkout",-2
"2406",NA,"walkouts",-2
"2407",NA,"wanker",-3
"2408","s1e3","want",1
"2409",NA,"war",-2
"2410",NA,"warfare",-2
"2411",NA,"warm",1
"2412",NA,"warmth",2
"2413",NA,"warn",-2
"2414",NA,"warned",-2
"2415",NA,"warning",-3
"2416",NA,"warnings",-3
"2417",NA,"warns",-2
"2418",NA,"waste",-1
"2419",NA,"wasted",-2
"2420",NA,"wasting",-2
"2421",NA,"wavering",-1
"2422",NA,"weak",-2
"2423",NA,"weakness",-2
"2424",NA,"wealth",3
"2425",NA,"wealthy",2
"2426",NA,"weary",-2
"2427",NA,"weep",-2
"2428",NA,"weeping",-2
"2429",NA,"weird",-2
"2430","s1e8","welcome",2
"2431",NA,"welcomed",2
"2432",NA,"welcomes",2
"2433",NA,"whimsical",1
"2434",NA,"whitewash",-3
"2435",NA,"whore",-4
"2436",NA,"wicked",-2
"2437",NA,"widowed",-1
"2438",NA,"willingness",2
"2439",NA,"win",4
"2440",NA,"winner",4
"2441",NA,"winning",4
"2442",NA,"wins",4
"2443",NA,"winwin",3
"2444",NA,"wish",1
"2445",NA,"wishes",1
"2446",NA,"wishing",1
"2447",NA,"withdrawal",-3
"2448",NA,"woebegone",-2
"2449",NA,"woeful",-3
"2450",NA,"won",3
"2451",NA,"wonderful",4
"2452",NA,"woo",3
"2453",NA,"woohoo",3
"2454",NA,"wooo",4
"2455",NA,"woow",4
"2456",NA,"worn",-1
"2457",NA,"worried",-3
"2458",NA,"worry",-3
"2459",NA,"worrying",-3
"2460",NA,"worse",-3
"2461",NA,"worsen",-3
"2462",NA,"worsened",-3
"2463",NA,"worsening",-3
"2464",NA,"worsens",-3
"2465",NA,"worshiped",3
"2466",NA,"worst",-3
"2467",NA,"worth",2
"2468",NA,"worthless",-2
"2469",NA,"worthy",2
"2470",NA,"wow",4
"2471",NA,"wowow",4
"2472",NA,"wowww",4
"2473",NA,"wrathful",-3
"2474",NA,"wreck",-2
"2475",NA,"wrong",-2
"2476",NA,"wronged",-2
"2477",NA,"wtf",-4
"2478",NA,"yeah",1
"2479",NA,"yearning",1
"2480",NA,"yeees",2
"2481","s1e4","yes",1
"2482","s1e8","yes",1
"2483",NA,"youthful",2
"2484",NA,"yucky",-2
"2485",NA,"yummy",3
"2486",NA,"zealot",-2
"2487",NA,"zealots",-2
"2488",NA,"zealous",2
